id,short_name,year,title,authors,primary_category_code,source_url,scope_note,evidence_depth,reviewed_on,snapshot_membership
P216,HAP,2026,HAP: A Hand-Driven Active Perception Framework for Egocentric Head Motion Prediction,"Feng, Yunji and Ma, Junyi and Sun, Guanzhong and Xu, Chenyang and Wang, Hesheng",P,https://arxiv.org/abs/2609.18548,根據手部、頭部歷史與遮擋關係預測未來6DoF頭部運動，另引入Bottle資料；預測人的視角與控制機器人主動看是不同端點。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P217,TRS + RVG,2026,Reliable Egocentric Action Anticipation via Temporal Reliability Suppression and Compositional Graph Decoding,"Mohammadi, Mahsa and Rowlands, Sareh",P,https://arxiv.org/abs/2609.13293,在缺幀、遮罩與感測雜訊下做動作預測，以時序可靠度及verb–noun圖解碼；需保留訓練擾動與真正未見擾動邊界。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P218,TrajPilot,2026,How You Move Tells What You'll Do: Trajectory-Conditioned Egocentric Prediction,"Jun, Sejoon and Nguyen-Truong, Hai and Seminara, Luigi and Torresani, Lorenzo",P,https://arxiv.org/abs/2605.20388,用候選未來相機路徑輔助動作與程序預測；已知未來路徑是oracle條件，必須與測試時自行預測路徑分層。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P219,FROST-STA,2026,FROST-STA: Frozen Dense Features for the Ego4D Short-Term Object Interaction Anticipation,"Wang, Chaoyang and Xu, Lexuan",P,https://arxiv.org/abs/2606.00694,預測下一互動的物件框、noun、verb、接觸時間與信心，使用固定V-JEPA特徵；是Ego4D挑戰方法，不新增獨立來源資料庫。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P220,VISTA（Ego4D STA）,2026,VISTA: Technical Report for the Ego4D Short-Term Object Interaction Anticipation at EgoVis 2026,"Chu, Qiaohui and Zhang, Haoyu and Feng, Yisen and Liu, Meng and Guan, Weili and Jiang, Dongmei and Nie, Liqiang",P,https://arxiv.org/abs/2605.20901,融合單張物件定位與短影片特徵，輸出下一物件、動作與接觸時間；與StillFast／Ego4D保留來源相依。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P221,STAformer++,2026,Integrating Affordances and Attention models for Short-Term Object Interaction Anticipation,"Labadia, Lorenzo Mur and Martinez-Cantin, Ruben and Guerrero, Jose J. and Farinella, Giovanni M. and Furnari, Antonino",P,https://arxiv.org/abs/2602.14837,結合環境affordance記憶及手物hotspot做短期互動預測；與2024 AFF-ttention同方法家族，不能當獨立資料來源。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P222,Uni-Hand,2025,Uni-Hand: Universal Hand Motion Forecasting in Egocentric Views,"Ma, Junyi and Bao, Wentao and Xu, Jingyi and Sun, Guanzhong and Zheng, Yu and Zhang, Erhang and Chen, Xieyuanli and Wang, Hesheng",P,https://arxiv.org/abs/2511.12878,同時處理2D／3D手部、頭部及接觸狀態預測，並驗證下游robot轉移；人體表示和robot動作約定仍須明列。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P223,INSIGHT,2025,Intention-Guided Cognitive Reasoning for Egocentric Long-Term Action Anticipation,"Chu, Qiaohui and Zhang, Haoyu and Liu, Meng and Feng, Yisen and Shi, Haoxiang and Nie, Liqiang",P,https://arxiv.org/abs/2508.01742,手物互動與verb–noun結構支援意圖條件的長期動作預測；意圖推斷準確率和真正未来序列誤差分開。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P224,EMPIRE,2026,EMPIRE: Explicit Manipulation Planning as a Learnable Intermediate Representation for Egocentric Hand-Motion Forecasting,"Wang, Wen and Hou, Ruibing and Chang, Hong and Shan, Shiguang and Chen, Xilin",P,https://arxiv.org/abs/2608.22449,"把操作計畫作為中介表徵，再預測雙手動作；650,910訓練視窗和111項原生活動不可混為同一粒度。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P225,Exo2EgoPose,2026,Exo2EgoPose: Leveraging Exocentric Demonstrations for Vision-Language guided Egocentric 3D Hand Pose Forecasting,"Shi, Zhaofeng and Qiu, Heqian and Wang, Lanxiao and Li, Xiang and Li, Hongliang",P,https://arxiv.org/abs/2607.15890,用配對外部影片監督Ego手姿預測，並檢查CALVIN下游轉移；訓練時有exo與推論時有exo要分清。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P226,EgoTraj,2026,EgoTraj: Real-World Egocentric Human Trajectory Dataset for Multimodal Prediction,"Yehia, Ahmad and Mohamed, Abduallah and Wang, Tianyi and Byeon, Jiseop and Qian, Kun and Jiao, Junfeng and Claudel, Christian",P,https://arxiv.org/abs/2605.19004,75段城市穿行序列含頭部6DoF、凝視與場景；評估人的移動軌跡，不等於robot自主導航benchmark。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P227,EggHand,2026,EggHand: A Multimodal Foundation Model for Egocentric Hand Pose Forecasting,"Choi, Jaeyoung and Kim, Hyeondong and Kim, Yujin and Park, Daehee",P,https://arxiv.org/abs/2605.07642,以視覺語言及動作解碼器預測未來3D手姿，測ego-motion與文字控制；不能將準確的人手預測自動當robot成功。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P228,SFHand / EgoHaFL,2025,SFHand: Learning Embodied Manipulation by Streaming Egocentric 3D Hand Forecasting,"Liu, Ruicong and Huang, Yifei and Ouyang, Liangyang and Kang, Caixin and Sato, Yoichi",P,https://arxiv.org/abs/2511.18127,串流文字條件下預測手別、框、3D姿态和軌跡，另測下游操作表示；串流前綴、延遲和memory budget需固定。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P229,UniEgoMotion,2025,"UniEgoMotion: A Unified Model for Egocentric Motion Reconstruction, Forecasting, and Generation","Patel, Chaitanya and Nakamura, Hiroki and Kyuragi, Yuta and Kozuka, Kazuki and Niebles, Juan Carlos and Adeli, Ehsan",P,https://arxiv.org/abs/2508.01126,同一模型做人體重建、預測與生成；EgoExo4D衍生3D標註是pseudo ground truth，三種端點分開。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P230,EgoH4,2025,The Invisible EgoHand: 3D Hand Forecasting through EgoBody Pose Estimation,"Hatano, Masashi and Zhu, Zhifan and Saito, Hideo and Damen, Dima",P,https://arxiv.org/abs/2504.08654,預測可見與視野外雙手的3D軌跡和姿態，利用全身限制；需分可見性、真值人體姿態與自行估計条件。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P231,MADiff,2024,MADiff: Motion-Aware Mamba Diffusion Models for Hand Trajectory Prediction on Egocentric Videos,"Ma, Junyi and Chen, Xieyuanli and Bao, Wentao and Xu, Jingyi and Wang, Hesheng",P,https://arxiv.org/abs/2409.02638,用相機運動條件的Mamba diffusion預測手部路徑；包含延遲和不同資料集評測，手路徑不是完整操作計畫。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P232,Diff-IP2D,2024,Diff-IP2D: Diffusion-Based Hand-Object Interaction Prediction on Egocentric Videos,"Ma, Junyi and Xu, Jingyi and Chen, Xieyuanli and Wang, Hesheng",P,https://arxiv.org/abs/2405.04370,聯合生成未來2D手路徑和物件affordance，考慮相機動態；2D預測不自動具有3D可執行性。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P233,OCT / HOI forecasting,2022,Joint Hand Motion and Interaction Hotspots Prediction from Egocentric Videos,"Liu, Shaowei and Tripathi, Subarna and Majumdar, Somdeb and Wang, Xiaolong",P,https://arxiv.org/abs/2204.01696,聯合預測手軌跡和下一物件的接觸hotspot，使用分布表示多種未來；資料來自既有Ego影片。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P234,I-CVAE,2022,Intention-Conditioned Long-Term Human Egocentric Action Forecasting,"Mascaro, Esteve Valls and Ahn, Hyemin and Lee, Dongheui",P,https://arxiv.org/abs/2207.12080,意圖條件的階層式預測生成20個未來動作序列；此序列長度不是20種新增任務或通用難度級別。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P235,TransFusion,2023,Summarize the Past to Predict the Future: Natural Language Descriptions of Context Boost Multimodal Object Interaction Anticipation,"Pasca, Razvan-George and Gavryushin, Alexey and Hamza, Muhammad and Kuo, Yen-Ling and Mo, Kaichun and Van Gool, Luc and Hilliges, Otmar and Wang, Xi",P,https://arxiv.org/abs/2301.09209,以過去影格的語言摘要作動作情境，再預測下一物件互動；過去摘要與未来資訊必須在切分上分開。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P236,ActFusion,2024,ActFusion: a Unified Diffusion Model for Action Segmentation and Anticipation,"Gong, Dayoung and Kwak, Suha and Cho, Minsu",P,https://arxiv.org/abs/2412.04353,聯合動作分段与長期預測，使用遮罩未來視窗；混合第一／第三人稱來源，不能把全庫都標成Ego。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P237,Gated Temporal Diffusion,2024,Gated Temporal Diffusion for Stochastic Long-Term Dense Anticipation,"Zatsarynna, Olga and Bahrami, Emad and Farha, Yazan Abu and Francesca, Gianpiero and Gall, Juergen",P,https://arxiv.org/abs/2407.11954,同時模型化觀測與未来不確定性，做隨機長期密集動作預測；Breakfast／Assembly101／50Salads並非全為第一人稱。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P238,Object-centric LTA,2023,Object-centric Video Representation for Long-term Action Anticipation,"Zhang, Ce and Fu, Changcheng and Wang, Shijie and Agarwal, Nakul and Lee, Kwonjoon and Choi, Chiho and Sun, Chen",P,https://arxiv.org/abs/2311.00180,以物件prompt及影片表徵預測不同時間尺度的動作；含Ego和非Ego資料，保留物件監督和預訓練差異。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P239,MVP,2023,Multiscale Video Pretraining for Long-Term Activity Forecasting,"Tan, Reuben and De Lange, Matthias and Iuzzolino, Michael and Plummer, Bryan A. and Saenko, Kate and Ridgeway, Karl and Torresani, Lorenzo",P,https://arxiv.org/abs/2307.12854,自監督多時間尺度影片預訓練用於動作及摘要預測；未來latent訓練目標不等同測試時已知未来影格。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P240,ANTICIPATR,2022,Rethinking Learning Approaches for Long-Term Action Anticipation,"Nawhal, Megha and Jyothi, Akash Abdu and Mori, Greg",P,https://arxiv.org/abs/2210.11566,結合片段及整段影片表徵，直接預測指定時間內的動作集合；與固定長度verb–noun序列分項比較。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P241,AFF-ttention,2024,AFF-ttention! Affordances and Attention models for Short-Term Object Interaction Anticipation,"Mur-Labadia, Lorenzo and Martinez-Cantin, Ruben and Guerrero, Josechu and Farinella, Giovanni Maria and Furnari, Antonino",P,https://arxiv.org/abs/2406.01194,STAformer結合場景affordance與hotspot，預測下一物件／動作／接觸時間；與後續STAformer++保留方法家族關係。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P242,NAOGAT,2023,Leveraging Next-Active Objects for Context-Aware Anticipation in Egocentric Videos,"Thakur, Sanket and Beyan, Cigdem and Morerio, Pietro and Murino, Vittorio and Del Bue, Alessio",P,https://arxiv.org/abs/2308.08303,用下一活躍物件和物件動態輔助短期互動預測；同時評測定位、動作與接觸時間。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P243,FactCheck（LTA）,2026,FactCheck: Feasibility-aware Long-term Action Anticipation with Multi-agent Collaboration,"Cao, Rui and Cao, Jiannong and Yuan, Bo and Wen, Zhiyuan and Zhang, Mingjin",P,https://arxiv.org/abs/2606.14778,觀察—提案—驗證框架用歷史狀態檢查動作可行性；其多agent是推理角色，不能當成控制多台robot協作。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P244,BiAnt,2025,Bidirectional Action Sequence Learning for Long-term Action Anticipation with Large Language Models,"Sato, Yuji and Ishii, Yasunori and Yamashita, Takayoshi",P,https://arxiv.org/abs/2508.00374,雙向動作序列學習改善長期預測，Ego4D以編輯距離評估；生成序列的合理性與觀測到的真實未来仍分開。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P245,ICVL,2025,Vision and Intention Boost Large Language Model in Long-Term Action Anticipation,"Cao, Congqi and Hu, Lanshu and Yu, Yating and Zhang, Yanning",P,https://arxiv.org/abs/2505.01713,將推斷意圖融合視覺表示，再作語言模型長期預測；in-context例子來源與測試影片隔離。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P246,Decision-aware uncertainty,2026,Decision-Aware Uncertainty Evaluation of Vision-Language Model-Based Early Action Anticipation for Human-Robot Interaction,"Du, Zhaoda and Bowman, Michael and Zheng, Qiaojie and Zhang, Xiaoli",P,https://arxiv.org/abs/2603.10061,依影片前綴做早期動作辨識／預測與信心校準；early recognition和真正尚未發生的anticipation要標明。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P247,EgoSpanLift,2025,Gaze Beyond the Frame: Forecasting Egocentric 3D Visual Span,"Yun, Heeseung and Na, Joonil and Kim, Jaeyeon and Murdock, Calvin and Kim, Gunhee",P,https://arxiv.org/abs/2511.18470,把未来注視範圍從2D提升到3D，提供364.6K樣本；注視／感知範圍不是手部或機器人行動。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P248,HOIMotion,2024,HOIMotion: Forecasting Human Motion During Human-Object Interactions Using Egocentric 3D Object Bounding Boxes,"Hu, Zhiming and Yin, Zheming and Haeufle, Daniel and Schmitt, Syn and Bulling, Andreas",P,https://arxiv.org/abs/2407.02633,以過去人體姿態和Ego物件3D框預測全身動作；state感測前提與純RGB方法分層。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P249,EgoCast,2024,EgoCast: Forecasting Egocentric Human Pose in the Wild,"Escobar, Maria and Puentes, Juanita and Forigua, Cristhian and Pont-Tuset, Jordi and Maninis, Kevis-Kokitsi and Arbelaez, Pablo",P,https://arxiv.org/abs/2412.02903,第一人稱影像與本體資訊支持人體姿態預測，以自行估計姿態代替測試時過去真值；重建和預測的時間邊界分開。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P250,EgoMAN,2025,Flowing from Reasoning to Motion: Learning 3D Hand Trajectory Prediction from Egocentric Human Interaction Videos,"Chen, Mingfei and Wang, Yifan and Li, Zhengqin and Bharadhwaj, Homanga and Chen, Yujin and Qin, Chuan and Kou, Ziyi and Tian, Yuan and Whitmire, Eric and Sodhi, Rajinder and Benko, Hrvoje and Shlizerman, Eli and Liu, Yue",P,https://arxiv.org/abs/2512.16907,219K軌跡與3M QA連結階段理解和3D手路徑預測；QA與軌跡共享來源，不能相加成独立錄製。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
